source,text,created_at,retweet_count,favorite_count,clean_text,year,month,day,year_month,day_of_week,hour_of_day,handle,word_count,trade_date,prev_change,change_pc,target,char_count,lemmas_token,lemmas_text,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic,compound_score,neg_score,neu_score,pos_score
Twitter for iPhone,"Great reviews on our handling of Covid 19, sometimes referred to as the China Virus. Ventilators, Testing, Medical Supply Distribution, we made a lot of Governors look very good - And got no credit for so doing. Most importantly, we helped a lot of great people!",2020-05-25 16:16:06-04:00,30722.0,163973.0,great reviews on our handling of covid 19 sometimes referred to as the china virus ventilators testing medical supply distribution we made a lot of governors look very good and got no credit for so doing most importantly we helped a lot of great people,2020,5,25,2020-05,0,16,,45,2020-05-26,0.0018990673850538546,0.012320555697802993,1,252,"['review', 'handling', 'covid', 'refer', 'china', 'virus', 'ventilator', 'test', 'medical', 'supply', 'distribution', 'lot', 'governor', 'look', 'good', 'get', 'credit', 'importantly', 'help', 'lot']",review handling covid refer china virus ventilator test medical supply distribution lot governor look good get credit importantly help lot,0.008,0.715,0.008,0.008,0.253,0.008,trade,0.924,0.038,0.71,0.252
Twitter for iPhone,"...to find, with all of the jobs and economic development it brings, another Republican National Convention site. This is not something I want to do. Thank you, and I LOVE the people of North Carolina!",2020-05-25 08:12:08-04:00,10410.0,47974.0,to find with all of the jobs and economic development it brings another republican national convention site this is not something i want to do thank you and i love the people of north carolina,2020,5,25,2020-05,0,8,,35,2020-05-26,0.0018990673850538546,0.012320555697802993,1,192,"['find', 'job', 'economic', 'development', 'bring', 'republican', 'national', 'convention', 'site', 'love', 'north', 'carolina']",find job economic development bring republican national convention site love north carolina,0.013,0.486,0.013,0.013,0.013,0.463,trade,0.8178,0.03,0.7809999999999999,0.18899999999999997
Twitter for iPhone,"I love the Great State of North Carolina, so much so that I insisted on having the Republican National Convention in Charlotte at the end of August. Unfortunately, Democrat Governor, @RoyCooperNC is still in Shutdown mood &amp; unable to guarantee that by August we will be allowed...",2020-05-25 08:12:06-04:00,16719.0,68036.0,i love the great state of north carolina so much so that i insisted on having the republican national convention in charlotte at the end of august unfortunately democrat governor is still in shutdown mood unable to guarantee that by august we will be allowed,2020,5,25,2020-05,0,8,@RoyCooperNC,45,2020-05-26,0.0018990673850538546,0.012320555697802993,1,258,"['love', 'state', 'north', 'carolina', 'insist', 'have', 'republican', 'national', 'convention', 'charlotte', 'end', 'august', 'unfortunately', 'governor', 'shutdown', 'mood', 'unable', 'guarantee', 'august', 'allow']",love state north carolina insist have republican national convention charlotte end august unfortunately governor shutdown mood unable guarantee august allow,0.008,0.489,0.008,0.008,0.008,0.479,trade,0.836,0.043,0.772,0.185
Twitter for iPhone,"Many physicians agree with you. Also, some very good studies! @SteveFDA @US_FDA https://t.co/NDHSTqvhoa",2020-05-23 22:31:59-04:00,12502.0,35156.0,many physicians agree with you also some very good studies,2020,5,23,2020-05,5,22,@SteveFDA,10,2020-05-24,0.0018990673850538546,0.012320555697802993,1,58,"['physician', 'agree', 'good', 'study']",physician agree good study,0.034,0.831,0.033,0.033,0.034,0.034,trade,0.7171,0.0,0.648,0.35200000000000004
Twitter for iPhone,RT @CNN: First lady Melania Trump thanked students for helping to keep the country safe and acknowledged recent changes they’ve had to make…,2020-05-21 22:20:04-04:00,6186.0,0.0,rt first lady melania trump thanked students for helping to keep the country safe and acknowledged recent changes they ve had to make,2020,5,21,2020-05,3,22,@CNN,23,2020-05-22,-0.00690394385318982,0.0018990673850538546,1,133,"['lady', 'melania', 'thank', 'student', 'help', 'country', 'safe', 'acknowledge', 'recent', 'change', 've']",lady melania thank student help country safe acknowledge recent change ve,0.014,0.475,0.014,0.469,0.014,0.014,trade,0.7906,0.0,0.7140000000000001,0.28600000000000003
Twitter for iPhone,"Spokesman speaks stupidly on behalf of China, trying desperately to deflect the pain and carnage that their country spread throughout the world. Its disinformation and propaganda attack on the United States and Europe is a disgrace....",2020-05-20 21:36:30-04:00,31495.0,130705.0,spokesman speaks stupidly on behalf of china trying desperately to deflect the pain and carnage that their country spread throughout the world its disinformation and propaganda attack on the united states and europe is a disgrace,2020,5,20,2020-05,2,21,,36,2020-05-21,0.01698801925886917,-0.00690394385318982,0,229,"['spokesman', 'speak', 'stupidly', 'behalf', 'china', 'try', 'desperately', 'deflect', 'pain', 'carnage', 'country', 'spread', 'world', 'disinformation', 'propaganda', 'attack', 'united', 'state', 'europe', 'disgrace']",spokesman speak stupidly behalf china try desperately deflect pain carnage country spread world disinformation propaganda attack united state europe disgrace,0.185,0.6759999999999999,0.008,0.115,0.008,0.008,trade,-0.9246,0.35100000000000003,0.5920000000000001,0.057
Twitter for iPhone,"Some wacko in China just released a statement blaming everybody other than China for the Virus which has now killed hundreds of thousands of people. Please explain to this dope that it was the “incompetence of China”, and nothing else, that did this mass Worldwide killing!",2020-05-20 08:35:39-04:00,65915.0,264998.0,some wacko in china just released a statement blaming everybody other than china for the virus which has now killed hundreds of thousands of people please explain to this dope that it was the incompetence of china and nothing else that did this mass worldwide killing,2020,5,20,2020-05,2,8,,46,2020-05-21,0.01698801925886917,-0.00690394385318982,0,267,"['wacko', 'china', 'release', 'statement', 'blame', 'everybody', 'china', 'virus', 'kill', 'hundred', 'thousand', 'explain', 'dope', 'incompetence', 'china', 'mass', 'worldwide', 'killing']",wacko china release statement blame everybody china virus kill hundred thousand explain dope incompetence china mass worldwide killing,0.009000000000000001,0.956,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,trade,-0.902,0.21899999999999997,0.741,0.040999999999999995
Twitter for iPhone,"DC’s @WMATA system is getting over $876M, a big boost to stay open &amp; operating! The federal funds will keep workers paid &amp; buses &amp; trains running on a limited schedule as they are needed for essential trips. Good news for those who rely on transit! Congrats to @MayorBowser &amp; all!",2020-05-19 12:22:27-04:00,8121.0,34705.0,dc s system is getting over 876m a big boost to stay open operating the federal funds will keep workers paid buses trains running on a limited schedule as they are needed for essential trips good news for those who rely on transit congrats to all,2020,5,19,2020-05,1,12,@WMATA,46,2020-05-20,-0.010271183050847621,0.01698801925886917,1,246,"['dc', 's', 'system', 'get', 'm', 'boost', 'stay', 'open', 'operate', 'federal', 'fund', 'worker', 'pay', 'bus', 'train', 'run', 'limited', 'schedule', 'need', 'essential', 'trip', 'good', 'rely', 'transit', 'congrat']",dc s system get m boost stay open operate federal fund worker pay bus train run limited schedule need essential trip good rely transit congrat,0.006999999999999999,0.4920000000000001,0.006999999999999999,0.006999999999999999,0.48,0.006999999999999999,trade,0.8392,0.032,0.8,0.168
Twitter for iPhone,"The number of Coronavirus cases is strongly trending downward throughout the United States, with few exceptions. Very good news, indeed!",2020-05-17 18:56:25-04:00,37164.0,205473.0,the number of coronavirus cases is strongly trending downward throughout the united states with few exceptions very good news indeed,2020,5,17,2020-05,6,18,,20,2020-05-18,0.004596968085774257,0.03045969341364985,1,132,"['number', 'coronavirus', 'case', 'strongly', 'trend', 'downward', 'united', 'state', 'exception', 'good']",number coronavirus case strongly trend downward united state exception good,0.015,0.924,0.015,0.015,0.015,0.015,trade,0.8264,0.0,0.623,0.377
Twitter for iPhone,"Doing REALLY well, medically, on solving the CoronaVirus situation (Plague!). It will happen!",2020-05-17 10:01:31-04:00,31272.0,189916.0,doing really well medically on solving the coronavirus situation plague it will happen,2020,5,17,2020-05,6,10,,13,2020-05-18,0.004596968085774257,0.03045969341364985,1,86,"['medically', 'solve', 'coronavirus', 'situation', 'plague', 'happen']",medically solve coronavirus situation plague happen,0.024,0.77,0.024,0.024,0.134,0.024,trade,0.7278,0.0,0.643,0.35700000000000004
Twitter for iPhone,".....are therefore given massive advantages over The United States, and everyone else? Prior to the Plague floating in from China, our Economy was blowing everybody away, the best of any country, EVER. We will be there again, and soon!",2020-05-16 18:58:23-04:00,26262.0,123946.0,are therefore given massive advantages over the united states and everyone else prior to the plague floating in from china our economy was blowing everybody away the best of any country ever we will be there again and soon,2020,5,16,2020-05,5,18,,39,2020-05-17,0.004596968085774257,0.03045969341364985,1,222,"['give', 'massive', 'advantage', 'united', 'state', 'prior', 'plague', 'float', 'china', 'economy', 'blow', 'everybody', 'away', 'good', 'country', 'soon']",give massive advantage united state prior plague float china economy blow everybody away good country soon,0.01,0.951,0.01,0.01,0.01,0.01,trade,0.8687,0.0,0.7859999999999999,0.214
Twitter for iPhone,"Good numbers coming out of States that are opening. America is getting its life back! Vaccine work is looking VERY promising, before end of year. Likewise, other solutions!",2020-05-14 09:07:56-04:00,29159.0,153152.0,good numbers coming out of states that are opening america is getting its life back vaccine work is looking very promising before end of year likewise other solutions,2020,5,14,2020-05,3,9,,28,2020-05-15,0.011967311534787363,0.004596968085774257,1,166,"['good', 'number', 'come', 'state', 'open', 'get', 'life', 'vaccine', 'work', 'look', 'promising', 'end', 'year', 'likewise', 'solution']",good number come state open get life vaccine work look promising end year likewise solution,0.01,0.948,0.01,0.01,0.011,0.01,trade,0.8364,0.0,0.737,0.263
Twitter for iPhone,"Asian Americans are VERY angry at what China has done to our Country, and the World. Chinese Americans are the most angry of all. I don’t blame them!",2020-05-12 07:19:28-04:00,39167.0,194285.0,asian americans are very angry at what china has done to our country and the world chinese americans are the most angry of all i don t blame them,2020,5,12,2020-05,1,7,,29,2020-05-13,-0.019931579487179496,-0.01768586447861209,0,145,"['asian', 'american', 'angry', 'china', 'country', 'world', 'chinese', 'american', 'angry', 'don', 't', 'blame']",asian american angry china country world chinese american angry don t blame,0.239,0.705,0.014,0.014,0.014,0.014,trade,-0.8912,0.298,0.7020000000000001,0.0
Twitter for iPhone,"Retired Ice Director Tom Homan knows more about the Border and Border Security than anyone. He’s a tough guy, but a good guy - and as smart as they come. His new book, “Defend The Border and Save Lives: Solving Our Most Important Humanitarian and Security Crisis” is a....",2020-05-08 12:58:26-04:00,22471.0,100291.0,retired ice director tom homan knows more about the border and border security than anyone he s a tough guy but a good guy and as smart as they come his new book defend the border and save lives solving our most important humanitarian and security crisis is a,2020,5,8,2020-05,4,12,,49,2020-05-09,0.01654619409004221,0.0002051634509290245,1,259,"['retire', 'ice', 'director', 'tom', 'homan', 'know', 'border', 'border', 'security', 's', 'tough', 'guy', 'good', 'guy', 'smart', 'come', 'book', 'defend', 'border', 'save', 'life', 'solve', 'important', 'humanitarian', 'security', 'crisis']",retire ice director tom homan know border border security s tough guy good guy smart come book defend border save life solve important humanitarian security crisis,0.115,0.519,0.006,0.006,0.006,0.34700000000000003,trade,0.9682,0.019,0.636,0.345
Twitter for iPhone,"....gloves, gowns etc. are now plentiful. The last four Governors teleconference calls have been conclusively strong. Because of this success, the Task Force will continue on indefinitely with its focus on SAFETY &amp; OPENING UP OUR COUNTRY AGAIN. We may add or subtract people ....",2020-05-06 09:06:09-04:00,12487.0,64093.0,gloves gowns etc are now plentiful the last four governors teleconference calls have been conclusively strong because of this success the task force will continue on indefinitely with its focus on safety opening up our country again we may add or subtract people,2020,5,6,2020-05,2,9,,43,2020-05-07,-0.006778720383111003,0.012066817941952523,1,262,"['glove', 'gown', 'etc', 'plentiful', 'governor', 'teleconference', 'call', 'conclusively', 'strong', 'success', 'task', 'force', 'continue', 'indefinitely', 'focus', 'safety', 'opening', 'country', 'add', 'subtract']",glove gown etc plentiful governor teleconference call conclusively strong success task force continue indefinitely focus safety opening country add subtract,0.008,0.5760000000000001,0.008,0.008,0.392,0.008,trade,0.9044,0.0,0.789,0.21100000000000002
Twitter for iPhone,"RT @GOPLeader: Despite my call to Speaker Pelosi to establish a clear, safe, and effective plan for reopening the House of Representatives,…",2020-05-04 18:08:27-04:00,14463.0,0.0,rt despite my call to speaker pelosi to establish a clear safe and effective plan for reopening the house of representatives,2020,5,4,2020-05,0,18,@GOPLeader,21,2020-05-05,0.002758223328886977,0.009239323395721531,1,124,"['despite', 'speaker', 'pelosi', 'establish', 'clear', 'safe', 'effective', 'plan', 'reopen', 'house', 'representative']",despite speaker pelosi establish clear safe effective plan reopen house representative,0.014,0.487,0.457,0.014,0.014,0.014,trade,0.8225,0.0,0.688,0.312
